il;ilçe;semt_bucak_belde;Mahalle;PK
ADANA;KOZAN;KAHVELI;KUYUBELI MAH;1502
ADANA;KOZAN;KAHVELI;KUYULUK MAH;1502
ADANA;KOZAN;KAHVELI;MAHYALAR MAH;1502
ADANA;KOZAN;KAHVELI;MARANKECILI MAH;1502
ADANA;KOZAN;KAHVELI;MINNETLI MAH;1502
ADANA;KOZAN;KAHVELI;ORCAN MAH;1502
ADANA;KOZAN;KAHVELI;ORUCLU MAH;1502
ADANA;KOZAN;KAHVELI;ORENDERE MAH;1502
ADANA;KOZAN;KAHVELI;OZBASI MAH;1502
ADANA;KOZAN;KAHVELI;PEKMEZCI MAH;1502
ADANA;KOZAN;KAHVELI;POSTKABASAKAL MAH;1502
ADANA;KOZAN;KAHVELI;SALMANLI MAH;1502
ADANA;KOZAN;KAHVELI;SERIFLI MAH;1502
ADANA;KOZAN;KAHVELI;TEPECIKOREN MAH;1502
ADANA;KOZAN;KAHVELI;TUFANLI MAH;1502
ADANA;KOZAN;KAHVELI;TURGUTLU MAH;1502
ADANA;KOZAN;KAHVELI;TURUNCLU MAH;1502
ADANA;KOZAN;KAHVELI;VELICANLI MAH;1502
ADANA;KOZAN;KAHVELI;YANALERIK MAH;1502
ADANA;KOZAN;KAHVELI;YASSICALI MAH;1502
ADANA;KOZAN;KAHVELI;YENIKOY MAH;1502
ADANA;KOZAN;KAHVELI;YUKARIKECILI MAH;1502
ADANA;KOZAN;KAHVELI;YUKSEKOREN MAH;1502
ADANA;KOZAN;KAHVELI;ZERDALI MAH;1502
ADANA;KOZAN;KOZAN;AGLIBOGAZ MAH;1500
ADANA;KOZAN;KOZAN;ARSLANPASA MAH;1500
ADANA;KOZAN;KOZAN;BAGLAR MAH;1500
ADANA;KOZAN;KOZAN;CUMHURIYET MAH;1500
ADANA;KOZAN;KOZAN;CANAKLI MAH;1500
ADANA;KOZAN;KOZAN;HACIUSAGI MAH;1500
ADANA;KOZAN;KOZAN;KARACAOGLAN MAH;1500
ADANA;KOZAN;KOZAN;MAHMUTLU MAH;1500
ADANA;KOZAN;KOZAN;SEVKIYE MAH;1500
ADANA;KOZAN;KOZAN;TAS MAH;1500
ADANA;KOZAN;KOZAN;TAVSANTEPE MAH;1500
ADANA;KOZAN;KOZAN;TUFANPASA MAH;1500
ADANA;KOZAN;KOZAN;TURKELI MAH;1500
ADANA;KOZAN;KOZAN;VARSAKLAR MAH;1500
ADANA;KOZAN;KOZAN;YARIMOGLU MAH;1500
ADANA;POZANTI;AKCATEKIR;AKCATEKIR MAH;1490
ADANA;POZANTI;GOKBEZ;ALPU MAH;1472
ADANA;POZANTI;GOKBEZ;ASCIBEKIRLI MAH;1472
ADANA;POZANTI;GOKBEZ;BELEMEDIK MAH;1472
ADANA;POZANTI;GOKBEZ;CAMLIBEL MAH;1472
ADANA;POZANTI;GOKBEZ;DAGDIBI MAH;1472
ADANA;POZANTI;GOKBEZ;ESKIKONACIK MAH;1472
ADANA;POZANTI;GOKBEZ;FINDIKLI MAH;1472
ADANA;POZANTI;GOKBEZ;GOKBEZ MAH;1472
ADANA;POZANTI;GOKBEZ;HAMIDIYE MAH;1472
ADANA;POZANTI;GOKBEZ;KAMISLI MAH;1472
ADANA;POZANTI;GOKBEZ;KARAKISLAKCI MAH;1472
ADANA;POZANTI;GOKBEZ;OMERLI MAH;1472
ADANA;POZANTI;GOKBEZ;YAGLITAS MAH;1472
ADANA;POZANTI;GOKBEZ;YAZICAK MAH;1472
ADANA;POZANTI;GOKBEZ;YENIKONACIK MAH;1472
ADANA;POZANTI;GOKBEZ;YUKARIBELEMEDIK MAH;1472
ADANA;POZANTI;POZANTI;CUMHURIYET MAH;1470
ADANA;POZANTI;POZANTI;ISTIKLAL MAH;1470
ADANA;POZANTI;POZANTI;KURTULUS MAH;1470
ADANA;POZANTI;POZANTI;ZAFER MAH;1470
ADANA;SAIMBEYLI;SAIMBEYLI;AKSAAGAC MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;AVCIPINARI MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;AYVACIK MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;BEYPINARI MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;CUMHURLU MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;CATAK MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;CERALAN MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;CORAK MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;DEGIRMENCIUSAGI MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;EYUPLU MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;FATIH MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;GOKMENLER MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;GURLESEN MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;HALILBEYLI MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;HIMMETLI MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;ISLAM MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;KANDILLI MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;KAPAKLIKUYU MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;KARAKUYU MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;KIZILAGAC MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;MAHMUTLU MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;NALTAS MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;NARLIDERE MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;TOPALLAR MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;TULU MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;YARDIBI MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;YENIKOY MAH;1740
ADANA;SAIMBEYLI;SAIMBEYLI;YESILBAGLAR MAH;1740
ADANA;SARICAM;BAKLALI;ACIDEREOSB MAH;1410
ADANA;SARICAM;BURUK;BEYCELI MAH;1460
ADANA;SARICAM;BURUK;BURUK CUMHURIYET MAH;1460
ADANA;SARICAM;BURUK;ISTIKLAL MAH;1460
ADANA;SARICAM;BURUK;SOFUDEDE MAH;1460
ADANA;SARICAM;INCIRLIK;HURRIYET MAH;1340
ADANA;SARICAM;INCIRLIK;KEMALPASA MAH;1340
ADANA;SARICAM;INCIRLIK;YENI MAH;1340
ADANA;SARICAM;OSMANGAZI;ACIDERE MAH;1790
ADANA;SARICAM;OSMANGAZI;AFLAK MAH;1790
ADANA;SARICAM;OSMANGAZI;AKKUYU MAH;1790
ADANA;SARICAM;OSMANGAZI;AVCILAR MAH;1790
ADANA;SARICAM;OSMANGAZI;AYDINYURDU MAH;1790
ADANA;SARICAM;OSMANGAZI;AYVALI MAH;1790
ADANA;SARICAM;OSMANGAZI;BAYRAM HACILI MAH;1790
ADANA;SARICAM;OSMANGAZI;BOYNUYOGUN MAH;1790
ADANA;SARICAM;OSMANGAZI;BOZTEPE MAH;1790
ADANA;SARICAM;OSMANGAZI;BUYUK BAKLALI MAH;1790
ADANA;SARICAM;OSMANGAZI;CERENLI MAH;1790
ADANA;SARICAM;OSMANGAZI;CIHADIYE MAH;1790
ADANA;SARICAM;OSMANGAZI;CAMLICA MAH;1790
ADANA;SARICAM;OSMANGAZI;CARKIPARE MAH;1790
ADANA;SARICAM;OSMANGAZI;CAYLI MAH;1790
ADANA;SARICAM;OSMANGAZI;CINARLI MAH;1790
ADANA;SARICAM;OSMANGAZI;CICEKLI MAH;1790
ADANA;SARICAM;OSMANGAZI;CIRISGEDIGI MAH;1790
ADANA;SARICAM;OSMANGAZI;DAGCI MAH;1790
ADANA;SARICAM;OSMANGAZI;DUTLUCA MAH;1790
ADANA;SARICAM;OSMANGAZI;EGECIUSAGI MAH;1790
ADANA;SARICAM;OSMANGAZI;ERTUGRULGAZI MAH;1790
ADANA;SARICAM;OSMANGAZI;GOKBUKET MAH;1790
ADANA;SARICAM;OSMANGAZI;GOZTEPE MAH;1790
ADANA;SARICAM;OSMANGAZI;HAKKIBEYLI MAH;1790
ADANA;SARICAM;OSMANGAZI;HASANBEYLI MAH;1790
ADANA;SARICAM;OSMANGAZI;HOCALLI MAH;1790
ADANA;SARICAM;OSMANGAZI;KARAOMERLI MAH;1790
ADANA;SARICAM;OSMANGAZI;KARAYUSUFLU MAH;1790
ADANA;SARICAM;OSMANGAZI;KARGAKEKEC MAH;1790
ADANA;SARICAM;OSMANGAZI;KARLIK MAH;1790
ADANA;SARICAM;OSMANGAZI;KASOBASI MAH;1790
ADANA;SARICAM;OSMANGAZI;KEPEZTEPE MAH;1790
ADANA;SARICAM;OSMANGAZI;KILBAS MAH;1790
ADANA;SARICAM;OSMANGAZI;KILICLI MAH;1790
ADANA;SARICAM;OSMANGAZI;KIZILKAS MAH;1790
ADANA;SARICAM;OSMANGAZI;KOSEFAKILI MAH;1790
ADANA;SARICAM;OSMANGAZI;KUCUKBAKLALI MAH;1790
ADANA;SARICAM;OSMANGAZI;MALTEPE MAH;1790
ADANA;SARICAM;OSMANGAZI;MENEKSE MAH;1790
ADANA;SARICAM;OSMANGAZI;MUSTAFALAR MAH;1790
ADANA;SARICAM;OSMANGAZI;MUMINLI MAH;1790
ADANA;SARICAM;OSMANGAZI;OSMANGAZI MAH;1790
ADANA;SARICAM;OSMANGAZI;SARICAM MAH;1790
ADANA;SARICAM;OSMANGAZI;SULUCA MAH;1790
ADANA;SARICAM;OSMANGAZI;TURUNCLU MAH;1790
ADANA;SARICAM;OSMANGAZI;UNLUCE MAH;1790
ADANA;SARICAM;OSMANGAZI;YAGIZLAR MAH;1790
ADANA;SARICAM;OSMANGAZI;YARIMCA MAH;1790
ADANA;SARICAM;OSMANGAZI;YENIYAYLA MAH;1790
ADANA;SARICAM;OSMANGAZI;YUREKLI MAH;1790
ADANA;SARICAM;REMZIOGUZARIK;BALCALI MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;ESENTEPE MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;GULTEPE MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;MEHMET AKIF ERSOY MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;ORHANGAZI MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;REMZI OGUZ ARIK MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;SAHINTEPE MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;YAVUZ SULTAN SELIM MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;YESILTEPE MAH;1250
ADANA;SARICAM;REMZIOGUZARIK;YILDIRIM BEYAZIT MAH;1250
ADANA;SEYHAN;AKKAPI;AKKAPI MAH;1040
ADANA;SEYHAN;AKKAPI;DAGLIOGLU MAH;1040
ADANA;SEYHAN;DENIZLI;AHMET REMZI YUREGIR MAH;1130
ADANA;SEYHAN;DENIZLI;DENIZLI MAH;1130
ADANA;SEYHAN;DENIZLI;KURTULUS MAH;1130
ADANA;SEYHAN;DENIZLI;MITHATPASA MAH;1130
ADANA;SEYHAN;DENIZLI;SAKARYA MAH;1130
ADANA;SEYHAN;EMEK;EMEK MAH;1080
ADANA;SEYHAN;EMEK;OVA MAH;1080
ADANA;SEYHAN;EMEK;SAKIRPASA MAH;1080
ADANA;SEYHAN;EMEK;UCAK MAH;1080
ADANA;SEYHAN;FEVZIPASA;AYDINLAR MAH;1190
ADANA;SEYHAN;FEVZIPASA;BARIS MAH;1190
ADANA;SEYHAN;FEVZIPASA;FEVZIPASA MAH;1190
ADANA;SEYHAN;GAZIPASA;CEMALPASA MAH;1120
ADANA;SEYHAN;GAZIPASA;RESATBEY MAH;1120
ADANA;SEYHAN;GULBAHCESI;GULBAHCESI MAH;1050
ADANA;SEYHAN;GURSELPASA;2000 EVLER MAH;1200
ADANA;SEYHAN;GURSELPASA;BAHCESEHIR MAH;1200
ADANA;SEYHAN;GURSELPASA;GURSELPASA MAH;1200
ADANA;SEYHAN;GURSELPASA;YENI MAH;1200
ADANA;SEYHAN;HADIRLI;HADIRLI MAH;1365
ADANA;SEYHAN;HUKUMET;ALIDEDE MAH;1020
ADANA;SEYHAN;HUKUMET;BESOCAK MAH;1020
ADANA;SEYHAN;HUKUMET;MESTANZADE MAH;1020
ADANA;SEYHAN;HUKUMET;SARIYAKUP MAH;1020
ADANA;SEYHAN;HUKUMET;SEHITDURAN MAH;1020
ADANA;SEYHAN;HUKUMET;TURKOCAGI MAH;1020
ADANA;SEYHAN;HUKUMET;YENIBEY MAH;1020
ADANA;SEYHAN;KARAYUSUFLU;BAHCELIEVLER MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;BUYUKCILDIRIM MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;BUYUKDIKILI MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;CAMUZCU MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;CAPUTCU MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;DERVISLER MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;DORTAGAC MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;GOKCELER MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;GOLBASI MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;KARAKUYU MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;KARAYUSUFLU MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;KAYISLI MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;KOYUNCU MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;KOYLUOGLU MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;KUYUMCULAR MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;KUCUKCILDIRIM MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;MURSELOGLU MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;SALMANBEYLI MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;SARIHUGLAR MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;SERINEVLER MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;YALMANLI MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;YENIDAM MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;YOLGECEN MAH;1355
ADANA;SEYHAN;KARAYUSUFLU;ZEYTINLI MAH;1355
ADANA;SEYHAN;KURUKOPRU;CINARLI MAH;1060
ADANA;SEYHAN;KURUKOPRU;DOSEME MAH;1060
ADANA;SEYHAN;KURUKOPRU;HANEDAN MAH;1060
ADANA;SEYHAN;KURUKOPRU;HURMALI MAH;1060
ADANA;SEYHAN;KURUKOPRU;ISTIKLAL MAH;1060
ADANA;SEYHAN;KURUKOPRU;KOCAVEZIR MAH;1060
ADANA;SEYHAN;KURUKOPRU;KURUKOPRU MAH;1060
ADANA;SEYHAN;KUCUKDIKILI;KAVAKLI MAH;1430
ADANA;SEYHAN;KUCUKDIKILI;KOZA MAH;1430
ADANA;SEYHAN;KUCUKDIKILI;KUCUKDIKILI MAH;1430
ADANA;SEYHAN;KUCUKDIKILI;MEKAN MAH;1430
ADANA;SEYHAN;MAVI BULVAR YURT;FATIH MAH;1160
ADANA;SEYHAN;MAVI BULVAR YURT;PINAR MAH;1160
ADANA;SEYHAN;MAVI BULVAR YURT;TELLIDERE MAH;1160
ADANA;SEYHAN;MEYDAN;DUMLUPINAR MAH;1070
ADANA;SEYHAN;MEYDAN;GULPINAR MAH;1070
ADANA;SEYHAN;MEYDAN;MEYDAN MAH;1070
ADANA;SEYHAN;MEYDAN;MIRZACELEBI MAH;1070
ADANA;SEYHAN;MEYDAN;YESILYUVA MAH;1070
ADANA;SEYHAN;SAYDAM;BARBAROS MAH;1030
ADANA;SEYHAN;SAYDAM;BEY MAH;1030
ADANA;SEYHAN;SAYDAM;HAVUZLUBAHCE MAH;1030
ADANA;SEYHAN;SAYDAM;HURRIYET MAH;1030
ADANA;SEYHAN;SAYDAM;MIDIK MAH;1030
ADANA;SEYHAN;SAYDAM;SUCUZADE MAH;1030
ADANA;SEYHAN;SAKIRPASA;ONUR MAH;1100
ADANA;SEYHAN;SAKIRPASA;YESILOBA MAH;1100
ADANA;SEYHAN;YAGCAMI;KARASOKU MAH;1010
ADANA;SEYHAN;YAGCAMI;KAYALIBAG MAH;1010
ADANA;SEYHAN;YAGCAMI;TEPEBAG MAH;1010
ADANA;SEYHAN;YAGCAMI;ULUCAMII MAH;1010
ADANA;SEYHAN;YESILEVLER;DEMETEVLER MAH;1180
ADANA;SEYHAN;YESILEVLER;ISMETPASA MAH;1180
ADANA;SEYHAN;YESILEVLER;NARLICA MAH;1180
ADANA;SEYHAN;YESILEVLER;YESILEVLER MAH;1180
ADANA;SEYHAN;YESILOBA;SARIHAMZALI MAH;1110
ADANA;SEYHAN;YESILOBA;SOGUTLU MAH;1110
ADANA;SEYHAN;YESILYURT;YENIBARAJ MAH;1150
ADANA;SEYHAN;YESILYURT;YESILYURT MAH;1150
ADANA;SEYHAN;ZIYAPASA;GAZIPASA MAH;1140
ADANA;SEYHAN;ZIYAPASA;NAMIK KEMAL MAH;1140
ADANA;SEYHAN;ZIYAPASA;SUMER MAH;1140
ADANA;SEYHAN;ZIYAPASA;ZIYAPASA MAH;1140
ADANA;TUFANBEYLI;DAMLALI;AKCAL MAH;1642
ADANA;TUFANBEYLI;DAMLALI;AKPINAR MAH;1642
ADANA;TUFANBEYLI;DAMLALI;AYVAT MAH;1642
ADANA;TUFANBEYLI;DAMLALI;BOLATPINARI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;BOZGUNEY MAH;1642
ADANA;TUFANBEYLI;DAMLALI;CATALCAM MAH;1642
ADANA;TUFANBEYLI;DAMLALI;CUKURKISLA MAH;1642
ADANA;TUFANBEYLI;DAMLALI;DAMLALI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;DEMIROLUK MAH;1642
ADANA;TUFANBEYLI;DAMLALI;DOGANBEYLI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;DOGANLI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;ELEMANLI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;EVCI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;FATMAKUYU MAH;1642
ADANA;TUFANBEYLI;DAMLALI;GUZELIM MAH;1642
ADANA;TUFANBEYLI;DAMLALI;HANYERI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;IGDEBEL MAH;1642
ADANA;TUFANBEYLI;DAMLALI;KARSAVRAN MAH;1642
ADANA;TUFANBEYLI;DAMLALI;KAYAPINAR MAH;1642
ADANA;TUFANBEYLI;DAMLALI;KAYARCIK MAH;1642
ADANA;TUFANBEYLI;DAMLALI;KIRAZLIYURT MAH;1642
ADANA;TUFANBEYLI;DAMLALI;KOCCAGIZ MAH;1642
ADANA;TUFANBEYLI;DAMLALI;ORTAKOY MAH;1642
ADANA;TUFANBEYLI;DAMLALI;PEKMEZLI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;PINARLAR MAH;1642
ADANA;TUFANBEYLI;DAMLALI;SAR MAH;1642
ADANA;TUFANBEYLI;DAMLALI;TASPINAR MAH;1642
ADANA;TUFANBEYLI;DAMLALI;TOZLU MAH;1642
ADANA;TUFANBEYLI;DAMLALI;YAMANLI MAH;1642
ADANA;TUFANBEYLI;DAMLALI;YESILOVA MAH;1642
ADANA;TUFANBEYLI;TUFANBEYLI;CUMHURIYET MAH;1640
ADANA;TUFANBEYLI;TUFANBEYLI;ISTIKLAL MAH;1640
ADANA;TUFANBEYLI;TUFANBEYLI;YENICAMI MAH;1640
ADANA;YUMURTALIK;KALEMLI;ASMALI MAH;1682
ADANA;YUMURTALIK;KALEMLI;AYVALIK MAH;1682
ADANA;YUMURTALIK;KALEMLI;DEMIRTAS MAH;1682
ADANA;YUMURTALIK;KALEMLI;DEVECIUSAGI MAH;1682
ADANA;YUMURTALIK;KALEMLI;GOLOVASI MAH;1682
ADANA;YUMURTALIK;KALEMLI;HAMZALI MAH;1682
ADANA;YUMURTALIK;KALEMLI;HAYLAZLI MAH;1682
ADANA;YUMURTALIK;KALEMLI;KALDIRIM MAH;1682
ADANA;YUMURTALIK;KALEMLI;KALEMLI MAH;1682
ADANA;YUMURTALIK;KALEMLI;KESMEBURUN MAH;1682
ADANA;YUMURTALIK;KALEMLI;KIRMIZIDAM MAH;1682
ADANA;YUMURTALIK;KALEMLI;KUZUPINARI MAH;1682
ADANA;YUMURTALIK;KALEMLI;NARLIOREN MAH;1682
ADANA;YUMURTALIK;KALEMLI;SUGOZU MAH;1682
ADANA;YUMURTALIK;KALEMLI;YENIKOY MAH;1682
ADANA;YUMURTALIK;KALEMLI;YESILKOY MAH;1682
ADANA;YUMURTALIK;KALEMLI;YUMURTALIK MAH;1682
ADANA;YUMURTALIK;KALEMLI;ZEYTINBELI MAH;1682
ADANA;YUMURTALIK;YUMURTALIK;AKDENIZ MAH;1680
ADANA;YUMURTALIK;YUMURTALIK;AKYUVA MAH;1680
ADANA;YUMURTALIK;YUMURTALIK;AYAS MAH;1680
ADANA;YUMURTALIK;YUMURTALIK;DEVRISIYE MAH;1680
ADANA;YUMURTALIK;YUMURTALIK;KEMALPASA MAH;1680
ADANA;YUMURTALIK;YUMURTALIK;OREN MAH;1680
ADANA;YUREGIR;ABDIOGLU;YAKAPINAR MAH;1358
ADANA;YUREGIR;ALIHOCALI;ABDIOGLU CUMHURIYET MAH;1415
ADANA;YUREGIR;ALIHOCALI;AGZIBUYUK MAH;1415
ADANA;YUREGIR;ALIHOCALI;AKARCALI MAH;1415
ADANA;YUREGIR;ALIHOCALI;AKDAM MAH;1415
ADANA;YUREGIR;ALIHOCALI;AKPINAR MAH;1415
ADANA;YUREGIR;ALIHOCALI;ALIHOCALI MAH;1415
ADANA;YUREGIR;ALIHOCALI;AYDINCIK MAH;1415
ADANA;YUREGIR;ALIHOCALI;BELOREN MAH;1415
ADANA;YUREGIR;ALIHOCALI;BEYKOY MAH;1415
ADANA;YUREGIR;ALIHOCALI;BUYUKKAPILI MAH;1415
ADANA;YUREGIR;ALIHOCALI;CAMILI MAH;1415
ADANA;YUREGIR;ALIHOCALI;CIRIK MAH;1415
ADANA;YUREGIR;ALIHOCALI;CINE MAH;1415
ADANA;YUREGIR;ALIHOCALI;CAGIRKANLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;CATALPINAR MAH;1415
ADANA;YUREGIR;ALIHOCALI;CELEMLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;COTLU MAH;1415
ADANA;YUREGIR;ALIHOCALI;DANISMENT MAH;1415
ADANA;YUREGIR;ALIHOCALI;DEDEPINARI MAH;1415
ADANA;YUREGIR;ALIHOCALI;DENIZKUYUSU MAH;1415
ADANA;YUREGIR;ALIHOCALI;DUZCE MAH;1415
ADANA;YUREGIR;ALIHOCALI;EGRIAGAC MAH;1415
ADANA;YUREGIR;ALIHOCALI;ESENLER MAH;1415
ADANA;YUREGIR;ALIHOCALI;GECITLI CUMHURIYET MAH;1415
ADANA;YUREGIR;ALIHOCALI;GOKCELI MAH;1415
ADANA;YUREGIR;ALIHOCALI;GUMUSYAZI MAH;1415
ADANA;YUREGIR;ALIHOCALI;GUVELOGLU MAH;1415
ADANA;YUREGIR;ALIHOCALI;HACIALI MAH;1415
ADANA;YUREGIR;ALIHOCALI;HAVRANIYE MAH;1415
ADANA;YUREGIR;ALIHOCALI;HEREKLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;IRMAKBASI MAH;1415
ADANA;YUREGIR;ALIHOCALI;KADIKOY MAH;1415
ADANA;YUREGIR;ALIHOCALI;KAMISLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;KARAAHMETLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;KASLICA MAH;1415
ADANA;YUREGIR;ALIHOCALI;KAYARLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;KOKLUCE MAH;1415
ADANA;YUREGIR;ALIHOCALI;KOPRUGOZU MAH;1415
ADANA;YUREGIR;ALIHOCALI;KUTUKLU MAH;1415
ADANA;YUREGIR;ALIHOCALI;OZLER MAH;1415
ADANA;YUREGIR;ALIHOCALI;PASAKOY MAH;1415
ADANA;YUREGIR;ALIHOCALI;PEKMEZLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;SAGDICLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;SAKIZLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;SAZAK MAH;1415
ADANA;YUREGIR;ALIHOCALI;SAHINAGA MAH;1415
ADANA;YUREGIR;ALIHOCALI;SEYHMURAT MAH;1415
ADANA;YUREGIR;ALIHOCALI;TASCI MAH;1415
ADANA;YUREGIR;ALIHOCALI;VAYVAYLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;YAHSILER MAH;1415
ADANA;YUREGIR;ALIHOCALI;YALNIZCA MAH;1415
ADANA;YUREGIR;ALIHOCALI;YENICE MAH;1415
ADANA;YUREGIR;ALIHOCALI;YENIKOY MAH;1415
ADANA;YUREGIR;ALIHOCALI;YERDELEN MAH;1415
ADANA;YUREGIR;ALIHOCALI;YUKARICICEKLI MAH;1415
ADANA;YUREGIR;ALIHOCALI;YUNUSOGLU CUMHURIYET MAH;1415
ADANA;YUREGIR;ALIHOCALI;YUNUSOGLU HURRIYET MAH;1415
ADANA;YUREGIR;ALIHOCALI;ZAGARLI MAH;1415
ADANA;YUREGIR;BAHCELIEVLER;19 MAYIS MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;ANADOLU MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;BAHCELIEVLER MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;BASAK MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;DEDE KORKUT MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;GUZELEVLER MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;KOZA MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;LEVENT MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;YESIL BAGLAR MAH;1285
ADANA;YUREGIR;BAHCELIEVLER;YUNUS EMRE MAH;1285
ADANA;YUREGIR;DOGANKENT;DOGANKENT BAHCELIEVLER MAH;1370
ADANA;YUREGIR;DOGANKENT;DOGANKENT CUMHURIYET MAH;1370
ADANA;YUREGIR;DOGANKENT;DOGANKENT KISLA MAH;1370
ADANA;YUREGIR;DOGANKENT;GAZIPASA MAH;1370
ADANA;YUREGIR;HAVUTLU;ATATURK MAH;1375
ADANA;YUREGIR;HAVUTLU;HAVUTLU MAH;1375
ADANA;YUREGIR;HAVUTLU;SOLAKLI CUMHURIYET MAH;1375
ADANA;YUREGIR;HAVUTLU;SOLAKLI HURRIYET MAH;1375
ADANA;YUREGIR;INCIRLIK;GUZEL CUMHURIYET MAH;1965
ADANA;YUREGIR;KARACAOGLAN;ATAKENT MAH;1260
ADANA;YUREGIR;KARACAOGLAN;CAMLIBEL MAH;1260
ADANA;YUREGIR;KARACAOGLAN;DERVISLER MAH;1260
ADANA;YUREGIR;KARACAOGLAN;KIREMITHANE MAH;1260
ADANA;YUREGIR;KARACAOGLAN;MUTLU MAH;1260
ADANA;YUREGIR;KARACAOGLAN;SEHIT ERKUT AKBAY MAH;1260
ADANA;YUREGIR;KARACAOGLAN;TAHSILLI MAH;1260
ADANA;YUREGIR;KARACAOGLAN;ULUBATLI HASAN MAH;1260
ADANA;YUREGIR;KARSIYAKA;CUMHURIYET MAH;1280
ADANA;YUREGIR;KARSIYAKA;GUNESLI MAH;1280
